eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,new_target,natlty1_txt,gname,,motive,claimmode_txt,weaptype1_txt,weapsubtype1_txt,,weapdetail,nkill,nwound,nkillter,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
2.01E+11,2011,11,28,0,Hiiraan,Beledweyne,4.73538,45.2024,,"11/28/2011: Members of Al-Shabaab stormed an international aid office in Beledweyne, Hiran province, Somalia. Gunmen forced staff members to leave and occupied the space, shutting the office down. There were no reported casualties or injuries; however, witnesses reported seeing the attackers removing office equipment and vaccines from the agency. This incident was part of a coordinated attack; Al-Shabaab members stormed other international aid offices in the country at the same time. The attacks followed the announcement that the militant group was banning 16 aid agencies, including UNICEF; the ban was in response to the ""illegal acts"" perpetrated by the agencies, such as exaggerating the caliber of the problems within Somalia for financial and political gain.",1,1,0,Facility/Infrastructure Attack,NGO,International NGO,Aid agency,An international aid agency with an office in Beledweyne,International aid agency Office,International,Al-Shabaab,,"Specific motive is unknown; however, the attacks followed the announcement that the militant group was banning 16 aid agencies, including UNICEF.  The ban was in response to the ""illegal acts"" perpetrated by the agencies, such as exaggerating the caliber of the problems within Somalia for financial and political gain.",,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,0,0,1,3,Minor (likely < $1 million),,Office and medical equipment were taken
2.01E+11,2011,11,28,0,Bakool,Waajid,3.810951,43.246506,,"11/28/2011: Members of Al-Shabaab stormed an international aid office in Wajid, Bakool Region, Somalia. Gunmen forced staff members to leave and occupied the space, shutting the office down. There were no reported casualties or injuries; however, witnesses reported seeing the attackers removing office equipment and vaccines from the agency. This incident was part of a coordinated attack; Al-Shabaab members stormed other international aid offices in the country at the same time. The attacks followed the announcement that the militant group was banning 16 aid agencies, including UNICEF; the ban was in response to the ""illegal acts"" perpetrated by the agencies, such as exaggerating the caliber of the problems within Somalia for financial and political gain.",1,1,0,Facility/Infrastructure Attack,NGO,International NGO,Aid agency,An international aid agency with an office in Wajid,International aid agency Office,International,Al-Shabaab,,"Specific motive is unknown; however, the attacks followed the announcement that the militant group was banning 16 aid agencies, including UNICEF.  The ban was in response to the ""illegal acts"" perpetrated by the agencies, such as exaggerating the caliber of the problems within Somalia for financial and political gain.",,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,0,0,1,3,Minor (likely < $1 million),,Office and medical equipment were taken
2.01E+11,2011,11,28,0,Baay,Diinsoor,2.405815,42.97707,,"11/28/2011: Members of Al-Shabaab stormed an international aid office in Dinsoor, Bay region, Somalia. Gunmen forced staff members to leave and occupied the space, shutting the office down. There were no reported casualties or injuries; however, witnesses reported seeing the attackers removing office equipment and vaccines from the agency. This incident was part of a coordinated attack; Al-Shabaab members stormed other international aid offices in the country at the same time. The attacks followed the announcement that the militant group was banning 16 aid agencies, including UNICEF; the ban was in response to the ""illegal acts"" perpetrated by the agencies, such as exaggerating the caliber of the problems within Somalia for financial and political gain.",1,1,0,Facility/Infrastructure Attack,NGO,International NGO,Aid agency,An international aid agency with an office in Dinsoor,International aid agency Office,International,Al-Shabaab,,"Specific motive is unknown; however, the attacks followed the announcement that the militant group was banning 16 aid agencies, including UNICEF.  The ban was in response to the ""illegal acts"" perpetrated by the agencies, such as exaggerating the caliber of the problems within Somalia for financial and political gain.",,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,0,0,1,3,Minor (likely < $1 million),,Office and medical equipment were taken
2.00E+11,1995,5,25,1,Sanaag,Badhan,10.714219,48.33591,,,0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,Johanniter  International,aid vetering,International aid vetering,Germany,Unknown,,,,Unknown,,0,,0,0,,,0,,,,
1.99E+11,1994,1,31,0,Baay,Baydhaba,3.115641,43.64658,,,0,1,0,Bombing/Explosion,NGO,,unknown,"Aid Agency, name not given",International Aid Workers,,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,Explosive,0,0,,,1,,,,
1.99E+11,1994,8,9,1,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,International Aid Sweeden (IAS),nurse Lena Thelander,International Aid Workers,Sweden,Unknown,,,,Unknown,,0,,0,0,,,0,,,,
1.99E+11,1994,12,29,0,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Hostage Taking (Kidnapping),NGO,,,Aid Worker,International Aid Workers,Somalia,Unknown,,,,Unknown,,0,,0,0,,,0,,,,
2.00E+11,1995,2,28,1,Nugaal,Garowe,8.403308,48.488014,,,0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,Lay Volunteers Int'l Assoc.,Aid workers,International Aid Workers,Italy,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,Firearm,0,0,,,0,,,,
2.00E+11,1995,9,17,1,Baay,Baydhaba,3.115641,43.64658,,,0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,,International aid workers,International Aid Workers,International,Militia Members,,,,Unknown,,0,,0,0,,,0,,,,
2.00E+11,1996,3,23,1,Bari,Boosaaso,11.274796,49.179657,,,0,1,0,Hostage Taking (Barricade Incident),NGO,International NGO,Int'l Action Against Hunger,American Aid Workers,International Aid Workers,United States,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,Small caliber,1,0,,,0,,,,
2.00E+11,1996,5,9,1,Sanaag,Unknown,10.776689,48.186407,,,0,1,0,Hostage Taking (Kidnapping),NGO,,,Aid workers,International Aid Workers,Somalia,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,Small caliber,0,0,,,0,,,,
2.00E+11,1997,5,13,0,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Armed Assault,NGO,International NGO,Medecins sans Frontieres,Car carrying Aid Workers,International Aid Workers,Somalia,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,Small caliber,1,3,,,1,,,,
2.00E+11,1997,11,21,1,Bari,El Ayo,11.245556,48.8925,,,0,1,0,Hostage Taking (Kidnapping),Diplomatic,"International Organization (peacekeeper, aid agency, compound)",UN,Aid workers,International Aid Workers,International,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,Firearm,0,0,,,0,,,,
2.00E+11,2000,7,26,1,Banaadir,Mogadishu,2.059819,45.326115,,"07/26/2000: Twenty unidentified militiamen broke into an aid agency compound in Mogadishu, Somalia. A French woman and a British man who worked for Action Agency Hunger were kidnapped. There was no information on the fate of the hostages.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,Action Against Hunger,French Aid Worker,International Aid Workers,France,Unknown,,Unknown,,Unknown,,0,,0,0,0,0,0,,,,
2.00E+11,2004,3,21,0,Woqooyi Galbeed,Hargeisa,9.556936,44.074135,,"03/21/2004: Al-Ittihad al-Islami (Islamic Unity) militants were believed to have opened fire on a vehicle carrying three staff of the German Agency for Technical Assistance (GTZ), killing two and injuring one, near Hargeisa, Woqooyi Galbeed region, Somaliland. Police reported to have arrested five people in connection with the attack.",0,1,0,Armed Assault,NGO,International NGO,International Aid Workers,"Aid workers of the German Agency for Technical Assistance (GTZ) group near Hargeisa, Somaliland.",International Aid Workers,Germany,Al-Ittihaad al-Islami (AIAI),,Unknown,,Firearms,Unknown Gun Type,Unknown Gun Type,The specific gun type used in this incident was not reported.,2,1,0,0,-9,4,Unknown,,
2.01E+11,2006,9,17,0,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in Northern Mogadishu.,"09/17/2006: Somali militiamen shot and killed an Italian nurse working at the SOS hospital in Mogadishu, Somalia. Also killed in the attack was one of the nun's bodyguards. No claim of responsibility was reported.",0,1,0,Assassination,Business,Medical/Pharmaceutical,SOS Hospital Aid Workers,Sister Leonella,International Aid Workers,Italy,Unknown,,Unknown,,Firearms,Unknown Gun Type,Unknown Gun Type,,2,,0,,0,,,,
2.01E+11,2008,2,12,0,Sanaag,Erigavo,10.6163,47.366674,,02/12/2008: Somali gunmen abducted a German aid worker for Agro Action aid agency in the Sanag region of Somalia following a brief exchange of gunfire which injured one person. No groups have claimed responsibility for the attack.,0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,Agro Action aid agency,German aid worker,International Aid Workers,Germany,Unknown,,Unknown,,Firearms,Unknown Gun Type,Unknown Gun Type,,0,1,0,0,0,,,,
2.01E+11,2008,11,5,1,Galguduud,Dhusamareb,5.537022,46.38905,,"11/05/2008: On Wednesday, four aid workers from the French non-governmental organization Action Contre la Faim (ACF), and two Kenyan pilots were abducted from an airstrip in the central Somali area of Dhusmareb, Galgudud.  According to reports, two French, a Belgian and a Bulgarian worker were taken, along with the two Kenyan pilots, when approximately 20 armed men overpowered their bodyguard contingent of five or six. No group has claimed responsibility for the attack and no ransom demands have been made. The status of the hostages remains unknown.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,Action Contre la Faim/Action Against Hunger,Two French nationals were kidnapped.,International Aid Workers,France,Unknown,,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,,,0,0,0,,,,
2.01E+11,2009,4,19,1,Bakool,Xuddur,4.120602,43.890526,"The incident occurred between Rabbure and Hudur, Bakola, Somalia.","04/19/2009: On Sunday in Bakol, Somalia, unknown gunmen attacked a three vehicle convoy, carrying to international aid workers, while it was traveling between Rabbure and Hudur.  According to reports, about 25 gunmen attacked the vehicles and abducted the foreign personnel and their Somali bodyguards.  The Somalis were later released.  An unknown ransom was demanded, by an unidentified group, for the aid workers release.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,,International aid workers,International Aid Workers,Netherlands,Unknown,,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,0,0,0,0,-9,4,Unknown,,It is unknown if the attack caused any property damage.
2.01E+11,2011,9,10,0,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the district of Madina in Mogadishu.,"09/10/2011: On Saturday, in the district of Madina in Mogadishu, Banaadir, Somalia, no casualties were reported when militants placed a remote controlled improvised explosive device (RCIED) near where several Turkish aid workers were working in the Rajo displaced persons camp. African Union peacekeepers found and defused the RCIED before the militants could detonate the RCIED. No material damage was reported and no group has claimed responsibility for the attempted bombing.",0,0,0,Bombing/Explosion,NGO,International NGO,,Several Turkish aid workers were targeted in the attempted bombing.,International Aid Workers,Turkey,Unknown,,The specific motive for the attack is unknown.,,Explosives,Remote Trigger,Remote Trigger,A remote controlled improvised explosive device was used in the attack.,0,0,0,0,0,,,,
2.01E+11,2012,7,11,1,Mudug,Bacaadweyn,7.19283,47.528297,,"07/11/2012: Assailants kidnapped three foreign aid workers in Bacaadweyn area, Mudug region, Somalia. The victims' driver and a bodyguard were injured in the attack. The three captives were released on June 5, 2014. No group claimed responsibility for the incident.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,International Aid Services,Employees,International Aid Workers,International,Unknown,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,0,2,0,0,0,,,,
2.01E+11,2014,1,1,1,Jubbada Dhexe,Buale,1.097128,42.598368,,"01/01/2014: Assailants abducted ten individuals who worked with foreign aid agencies in Buale city, Middle Juba region, Somalia. Three of the victims were released on January 10, 2014; the whereabouts of the other workers are unknown. No group claimed responsibility for the incident; however, sources attributed the kidnapping to Al-Shabaab.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,Unknown,Aid Workers,International Aid Workers,Somalia,Al-Shabaab,,,,Unknown,,0,,,,0,0,0,,,,
2.02E+11,2016,3,15,1,Gedo,Sidimo,2.448348,41.967613,,"03/15/2016: Assailants abducted three aid workers from Sidimo, Gedo, Somalia. The aid workers were released the following day. No group claimed responsibility for the incident; however, sources attributed the abduction to Al-Shabaab.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,International Federation of the Red Cross and Red Crescent (IFRC),"Aid Workers: Aden Abdi Aden, Abdinasir Abshir, Ali Sugulle",International Aid Workers,International,Al-Shabaab,,"The specific motive is unknown; however, sources noted that a ransom was paid to Al-Shabaab in exchange for the victims.",,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,0,0,0,,,,
2.02E+11,2017,2,23,1,Hiiraan,Hajub,4.742519,45.253186,,"02/23/2017: Assailants abducted at least three Save the Children aid workers in Hajub, Hiiraan, Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,The Save the Children Fund,Aid Workers,International Aid Workers,International,Al-Shabaab,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,,,0,0,0,,,,
2.02E+11,2017,4,5,1,Hiiraan,Caloolacad,4.660888,45.212005,The incident occurred in Beledweyne district.,"04/05/2017: Assailants abducted five Veterinary Medical Association Central Regions aid workers in Caloolacad, Hiiraan, Somalia. Four of the hostages were released on April 6, 2017 while the fate of the remaining victim is unknown. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,0,Hostage Taking (Kidnapping),NGO,,Veterinary Medical Association Central Regions,Aid Workers,International aid workers,Somalia,Al-Shabaab,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,,,0,0,1,3,Minor (likely < $1 million),-99,A vehicle and medical equipment were stolen during this attack.
2.02E+11,2018,3,28,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred at the Zobe junction in the Wadajir neighborhood.,"03/28/2018: An explosive device attached to an International Committee of the Red Cross (ICRC) vehicle detonated in Wadajir neighborhood, Mogadishu, Somalia. At least one ICRC aid worker was killed and two people were injured in the blast. Al-Shabaab claimed responsibility for the attack.",0,1,0,Bombing/Explosion,NGO,International NGO,International Committee of the Red Cross (ICRC),Vehicle of Aid Workers,International Aid Workers,International,Al-Shabaab,,,"Posted to website, blog, etc.",Explosives,Sticky Bomb,Sticky Bomb,A sticky bomb attached to a vehicle was used in the attack.,1,2,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.
